Gender,Age,Department,Department_code,Years_exp,Tenure (months),Gross
0,34,Tech,7,5.333333333333334,36,201387
0,33,Media,2,5.0,20,204163
1,33,Tech,7,5.0,90,148977
0,31,Other,4,4.333333333333334,74,84765
0,34,Tech,7,5.333333333333334,59,238401
0,34,Sales,6,5.333333333333334,34,200791
0,41,Tech,7,7.666666666666666,82,326866
0,35,Other,4,5.666666666666666,47,205736
0,29,Other,4,3.666666666666666,15,100454
0,34,Operations,3,5.333333333333334,86,210649
0,36,Tech,7,6.0,79,154535
0,40,Other,4,7.333333333333334,81,338582
0,43,Other,4,8.333333333333334,14,273733
0,32,Tech,7,4.666666666666666,42,162139
1,28,Other,4,3.333333333333334,50,156657
0,42,Other,4,8.0,23,216529
0,34,Other,4,5.333333333333334,41,96100
1,39,Engineering,0,7.0,58,295210
0,41,Tech,7,7.666666666666666,42,312250
0,40,Finance,1,7.333333333333334,97,110318
1,46,Sales,6,9.333333333333334,19,152512
0,37,Media,2,6.333333333333334,38,251374
1,38,Tech,7,6.666666666666666,93,183606
1,33,Tech,7,5.0,91,307862
0,31,Tech,7,4.333333333333334,63,226199
1,32,Other,4,4.666666666666666,87,112341
1,39,Media,2,7.0,71,288103
0,36,Media,2,6.0,79,388584
1,31,Other,4,4.333333333333334,32,79625
1,34,Product,5,5.333333333333334,58,115908
0,32,Other,4,4.666666666666666,38,178748
0,29,Other,4,3.666666666666666,48,85203
0,32,Other,4,4.666666666666666,87,213322
0,31,Operations,3,4.333333333333334,64,157394
1,29,Operations,3,3.666666666666666,95,280767
0,31,Other,4,4.333333333333334,34,98433
0,36,Sales,6,6.0,61,231946
0,37,Tech,7,6.333333333333334,63,273914
0,29,Other,4,3.666666666666666,9,158700
0,31,Tech,7,4.333333333333334,83,192152
0,32,Other,4,4.666666666666666,87,204496
0,30,Operations,3,4.0,66,216467
0,33,Tech,7,5.0,31,351403
0,30,Tech,7,4.0,90,201224
0,37,Tech,7,6.333333333333334,132,269696
1,39,Other,4,7.0,115,153716
0,37,Other,4,6.333333333333334,119,215593
0,40,Tech,7,7.333333333333334,133,376070
0,39,Operations,3,7.0,117,307342
0,50,Other,4,10.666666666666668,173,274189
0,29,Media,2,3.666666666666666,30,133804
0,35,Engineering,0,5.666666666666666,30,228399
0,38,Sales,6,6.666666666666666,106,213085
0,41,Finance,1,7.666666666666666,140,172823
0,38,Other,4,6.666666666666666,119,199215
0,40,Tech,7,7.333333333333334,141,355205
0,34,Other,4,5.333333333333334,103,356847
1,33,Media,2,5.0,10,130933
0,40,Other,4,7.333333333333334,40,417718
0,30,Media,2,4.0,35,164983
0,39,Finance,1,7.0,99,120247
0,31,Other,4,4.333333333333334,52,151901
0,44,Operations,3,8.666666666666666,190,377442
0,40,Tech,7,7.333333333333334,43,207661
0,32,Media,2,4.666666666666666,48,235155
0,34,Tech,7,5.333333333333334,117,339332
1,35,Finance,1,5.666666666666666,144,167265
1,43,Other,4,8.333333333333334,31,321045
1,31,Sales,6,4.333333333333334,40,89053
0,34,Media,2,5.333333333333334,18,297840
1,35,Other,4,5.666666666666666,17,263401
0,34,Engineering,0,5.333333333333334,104,229981
1,37,Tech,7,6.333333333333334,115,332102
0,39,Finance,1,7.0,61,220528
0,30,Operations,3,4.0,12,80333
0,38,Sales,6,6.666666666666666,82,244879
0,29,Media,2,3.666666666666666,95,239403
0,42,Other,4,8.0,82,249559
0,29,Other,4,3.666666666666666,63,192819
0,35,Media,2,5.666666666666666,28,229495
0,42,Tech,7,8.0,52,711862
0,31,Tech,7,4.333333333333334,61,197290
0,33,Tech,7,5.0,83,209537
0,39,Other,4,7.0,24,165443
0,38,Media,2,6.666666666666666,68,352286
0,39,Finance,1,7.0,65,84207
0,32,Tech,7,4.666666666666666,54,223424
0,32,Finance,1,4.666666666666666,59,111208
0,31,Tech,7,4.333333333333334,49,123148
0,37,Media,2,6.333333333333334,93,209700
0,39,Engineering,0,7.0,88,330929
0,37,Other,4,6.333333333333334,65,231804
0,29,Other,4,3.666666666666666,58,151258
0,35,Tech,7,5.666666666666666,38,188172
0,31,Media,2,4.333333333333334,12,198818
0,32,Tech,7,4.666666666666666,72,176566
0,31,Tech,7,4.333333333333334,23,152834
0,35,Media,2,5.666666666666666,24,240649
0,32,Tech,7,4.666666666666666,42,280300
0,33,Other,4,5.0,84,122186
1,31,Other,4,4.333333333333334,88,136062
0,31,Tech,7,4.333333333333334,53,116460
0,34,Media,2,5.333333333333334,11,209647
0,28,Tech,7,3.333333333333334,56,150184
0,37,Finance,1,6.333333333333334,81,105936
0,28,Finance,1,3.333333333333334,14,89125
0,29,Product,5,3.666666666666666,84,222019
1,33,Other,4,5.0,68,99284
1,31,Tech,7,4.333333333333334,67,164302
0,34,Other,4,5.333333333333334,22,88840
0,29,Other,4,3.666666666666666,49,134523
0,29,Tech,7,3.666666666666666,69,143817
0,32,Other,4,4.666666666666666,69,183001
1,31,Other,4,4.333333333333334,11,274165
0,29,Other,4,3.666666666666666,84,242464
0,33,Engineering,0,5.0,57,287006
1,29,Other,4,3.666666666666666,56,132702
0,32,Tech,7,4.666666666666666,85,228221
1,28,Finance,1,3.333333333333334,62,93458
0,36,Tech,7,6.0,61,362186
0,38,Media,2,6.666666666666666,10,302467
0,32,Engineering,0,4.666666666666666,25,216288
0,30,Media,2,4.0,28,170397
0,34,Product,5,5.333333333333334,25,201724
1,30,Tech,7,4.0,31,118142
0,34,Operations,3,5.333333333333334,85,235241
1,36,Tech,7,6.0,84,203711
1,42,Sales,6,8.0,34,495905
0,35,Other,4,5.666666666666666,97,224635
1,29,Tech,7,3.666666666666666,84,220212
0,30,Other,4,4.0,26,90509
0,34,Media,2,5.333333333333334,87,147368
0,32,Media,2,4.666666666666666,12,167600
1,29,Engineering,0,3.666666666666666,37,104129
1,32,Other,4,4.666666666666666,64,161941
1,33,Tech,7,5.0,84,371471
0,41,Media,2,7.666666666666666,85,272643
0,33,Other,4,5.0,34,163174
0,37,Tech,7,6.333333333333334,76,207623
0,43,Other,4,8.333333333333334,67,552153
1,37,Media,2,6.333333333333334,38,107500
1,28,Tech,7,3.333333333333334,38,88630
0,35,Other,4,5.666666666666666,91,164386
0,34,Tech,7,5.333333333333334,46,251829
1,28,Tech,7,3.333333333333334,82,199090
0,32,Other,4,4.666666666666666,11,194400
0,34,Other,4,5.333333333333334,90,279287
0,35,Tech,7,5.666666666666666,48,213420
1,36,Tech,7,6.0,57,354904
1,30,Finance,1,4.0,48,96386
1,34,Media,2,5.333333333333334,97,242623
0,31,Other,4,4.333333333333334,70,251712
0,31,Tech,7,4.333333333333334,31,127201
0,30,Engineering,0,4.0,36,178588
1,31,Tech,7,4.333333333333334,41,147007
1,29,Other,4,3.666666666666666,35,129121
0,33,Other,4,5.0,67,285580
0,42,Other,4,8.0,88,247164
0,33,Other,4,5.0,50,148610
1,32,Media,2,4.666666666666666,67,158163
0,42,Media,2,8.0,23,289219
1,40,Other,4,7.333333333333334,94,202219
0,42,Other,4,8.0,33,210834
1,39,Tech,7,7.0,95,316053
1,28,Other,4,3.333333333333334,57,180898
0,29,Tech,7,3.666666666666666,34,186782
0,31,Other,4,4.333333333333334,37,112974
1,30,Finance,1,4.0,68,110314
0,34,Other,4,5.333333333333334,22,114075
0,38,Tech,7,6.666666666666666,117,363386
0,34,Other,4,5.333333333333334,122,335839
0,43,Media,2,8.333333333333334,117,313945
0,34,Tech,7,5.333333333333334,48,218041
0,30,Product,5,4.0,108,244157
0,34,Media,2,5.333333333333334,33,266268
0,40,Media,2,7.333333333333334,148,335481
0,42,Other,4,8.0,104,499907
1,31,Other,4,4.333333333333334,16,104133
0,36,Finance,1,6.0,128,176006
0,30,Media,2,4.0,108,259196
0,28,Product,5,3.333333333333334,33,131769
1,40,Tech,7,7.333333333333334,155,189634
0,38,Product,5,6.666666666666666,149,105189
0,33,Other,4,5.0,104,110466
0,39,Other,4,7.0,147,226729
0,34,Other,4,5.333333333333334,117,223622
0,46,Other,4,9.333333333333334,15,286600
1,45,Other,4,9.0,131,443054
1,37,Other,4,6.333333333333334,153,279717
0,31,Tech,7,4.333333333333334,15,176716
1,29,Media,2,3.666666666666666,33,128998
0,40,Tech,7,7.333333333333334,147,222111
1,34,Other,4,5.333333333333334,48,101777
1,50,Finance,1,10.666666666666668,190,146276
0,32,Other,4,4.666666666666666,28,226288
0,34,Product,5,5.333333333333334,99,258233
1,35,Tech,7,5.666666666666666,36,79423
0,37,Tech,7,6.333333333333334,146,412864
0,30,Media,2,4.0,108,265008
0,53,Other,4,11.666666666666668,127,747518
1,39,Sales,6,7.0,129,261848
1,32,Other,4,4.666666666666666,47,189750
1,29,Media,2,3.666666666666666,53,141710
0,37,Operations,3,6.333333333333334,136,196891
0,32,Tech,7,4.666666666666666,105,195345
1,35,Tech,7,5.666666666666666,108,279962
0,33,Finance,1,5.0,106,173948
1,28,Media,2,3.333333333333334,55,150338
0,48,Media,2,10.0,65,767947
1,36,Tech,7,6.0,126,181202
1,28,Other,4,3.333333333333334,13,163650
0,41,Operations,3,7.666666666666666,164,172376
0,40,Other,4,7.333333333333334,121,227938
0,29,Media,2,3.666666666666666,59,193755
0,30,Other,4,4.0,38,111329
1,39,Media,2,7.0,120,285235
0,38,Tech,7,6.666666666666666,130,480000
0,35,Other,4,5.666666666666666,106,285798
0,35,Other,4,5.666666666666666,131,178881
0,34,Other,4,5.333333333333334,33,117463
0,38,Media,2,6.666666666666666,136,512007
0,37,Other,4,6.333333333333334,160,341201
0,42,Operations,3,8.0,118,219469
0,36,Media,2,6.0,150,261530
0,35,Tech,7,5.666666666666666,147,361699
0,33,Other,4,5.0,103,240793
1,30,Other,4,4.0,49,135338
1,31,Other,4,4.333333333333334,61,112295
1,34,Operations,3,5.333333333333334,102,177575
0,29,Other,4,3.666666666666666,15,88822
0,40,Other,4,7.333333333333334,177,332122
1,29,Finance,1,3.666666666666666,60,76377
0,42,Media,2,8.0,50,335684
1,28,Engineering,0,3.333333333333334,30,180086
0,47,Other,4,9.666666666666666,42,369758
1,34,Finance,1,5.333333333333334,30,79168
0,42,Media,2,8.0,65,480371
1,36,Tech,7,6.0,22,55446
1,32,Operations,3,4.666666666666666,11,143800
1,33,Product,5,5.0,86,150889
0,30,Other,4,4.0,61,136607
1,29,Media,2,3.666666666666666,35,220634
0,36,Engineering,0,6.0,41,104813
1,38,Finance,1,6.666666666666666,113,121945
0,29,Tech,7,3.666666666666666,33,126072
1,29,Other,4,3.666666666666666,59,129672
0,36,Media,2,6.0,140,370929
1,51,Other,4,11.0,142,183373
0,38,Media,2,6.666666666666666,105,308426
0,36,Tech,7,6.0,134,186510
0,33,Other,4,5.0,28,149575
0,37,Other,4,6.333333333333334,47,112503
0,31,Tech,7,4.333333333333334,40,198668
0,36,Media,2,6.0,73,235845
1,41,Other,4,7.666666666666666,23,195114
1,34,Other,4,5.333333333333334,86,195954
0,30,Other,4,4.0,28,173015
0,28,Finance,1,3.333333333333334,61,103009
0,36,Tech,7,6.0,93,240056
0,33,Tech,7,5.0,48,211092
0,32,Tech,7,4.666666666666666,84,144956
0,40,Tech,7,7.333333333333334,89,280565
0,45,Engineering,0,9.0,33,318362
0,34,Media,2,5.333333333333334,42,278879
0,38,Other,4,6.666666666666666,57,176051
0,38,Finance,1,6.666666666666666,90,148170
0,29,Finance,1,3.666666666666666,59,106837
0,45,Media,2,9.0,113,618037
0,31,Operations,3,4.333333333333334,65,183928
0,39,Other,4,7.0,33,264479
0,33,Engineering,0,5.0,13,252993
0,29,Engineering,0,3.666666666666666,84,263678
0,30,Media,2,4.0,48,224872
0,32,Tech,7,4.666666666666666,80,197513
0,32,Other,4,4.666666666666666,64,175595
0,38,Other,4,6.666666666666666,23,268375
0,39,Tech,7,7.0,88,190606
0,33,Finance,1,5.0,85,102074
0,39,Media,2,7.0,58,300930
0,36,Tech,7,6.0,85,516077
0,31,Tech,7,4.333333333333334,10,249933
0,30,Media,2,4.0,81,125949
0,32,Engineering,0,4.666666666666666,35,202309
0,35,Other,4,5.666666666666666,63,224150
0,42,Other,4,8.0,80,510961
0,32,Operations,3,4.666666666666666,62,102283
0,31,Tech,7,4.333333333333334,89,253825
0,27,Tech,7,3.0,14,195114
0,30,Other,4,4.0,27,209378
0,33,Engineering,0,5.0,37,176391
0,35,Media,2,5.666666666666666,71,265928
0,36,Engineering,0,6.0,73,238323
0,31,Tech,7,4.333333333333334,36,235638
0,28,Other,4,3.333333333333334,84,255217
0,30,Other,4,4.0,32,99079
1,29,Media,2,3.666666666666666,69,139902
1,36,Media,2,6.0,124,216763
1,42,Other,4,8.0,143,169588
0,32,Other,4,4.666666666666666,19,310220
0,32,Other,4,4.666666666666666,39,240627
0,39,Tech,7,7.0,114,205735
0,37,Other,4,6.333333333333334,170,129398
0,41,Other,4,7.666666666666666,134,134208
0,33,Media,2,5.0,117,242083
0,40,Tech,7,7.333333333333334,121,231778
0,32,Media,2,4.666666666666666,13,189889
0,41,Finance,1,7.666666666666666,178,235767
0,38,Media,2,6.666666666666666,90,308280
0,29,Other,4,3.666666666666666,32,85441
0,32,Engineering,0,4.666666666666666,60,141451
0,37,Finance,1,6.333333333333334,130,226697
0,38,Media,2,6.666666666666666,98,319849
0,29,Tech,7,3.666666666666666,27,134518
0,36,Other,4,6.0,79,168456
0,34,Tech,7,5.333333333333334,56,210585
0,40,Other,4,7.333333333333334,11,222167
0,35,Other,4,5.666666666666666,11,191400
1,30,Engineering,0,4.0,57,146755
0,30,Other,4,4.0,52,124936
1,27,Other,4,3.0,37,107930
0,30,Tech,7,4.0,49,94347
0,29,Engineering,0,3.666666666666666,23,166435
0,33,Media,2,5.0,13,161219
0,31,Other,4,4.333333333333334,11,154733
1,27,Tech,7,3.0,9,174588
1,30,Other,4,4.0,29,89629
0,29,Other,4,3.666666666666666,55,102828
1,38,Tech,7,6.666666666666666,62,340533
1,28,Tech,7,3.333333333333334,14,156900
0,28,Tech,7,3.333333333333334,39,95963
0,26,Sales,6,2.666666666666666,40,106343
0,35,Media,2,5.666666666666666,24,264688
0,27,Media,2,3.0,34,162381
0,31,Media,2,4.333333333333334,19,211742
1,26,Media,2,2.666666666666666,41,156330
0,28,Other,4,3.333333333333334,34,110352
0,27,Engineering,0,3.0,39,128260
1,26,Other,4,2.666666666666666,39,185361
1,28,Other,4,3.333333333333334,17,103008
0,27,Other,4,3.0,48,99354
0,27,Other,4,3.0,9,154337
0,28,Other,4,3.333333333333334,17,95669
0,35,Other,4,5.666666666666666,28,128783
0,29,Other,4,3.666666666666666,9,114685
1,27,Media,2,3.0,24,98565
0,37,Other,4,6.333333333333334,48,157715
0,28,Media,2,3.333333333333334,11,170600
0,29,Other,4,3.666666666666666,51,136710
1,29,Tech,7,3.666666666666666,21,107108
0,31,Other,4,4.333333333333334,60,186602
0,32,Product,5,4.666666666666666,14,159097
1,28,Other,4,3.333333333333334,12,124546
0,27,Tech,7,3.0,10,129450
0,30,Tech,7,4.0,58,166491
1,30,Tech,7,4.0,35,107751
0,28,Tech,7,3.333333333333334,48,110643
0,29,Media,2,3.666666666666666,29,97811
0,33,Tech,7,5.0,17,111725
0,29,Other,4,3.666666666666666,33,104615
1,29,Other,4,3.666666666666666,41,121682
0,29,Engineering,0,3.666666666666666,25,196627
0,36,Other,4,6.0,35,104088
0,30,Other,4,4.0,33,87043
0,31,Tech,7,4.333333333333334,17,99568
0,29,Other,4,3.666666666666666,15,79822
0,28,Tech,7,3.333333333333334,37,151311
0,38,Tech,7,6.666666666666666,22,484858
0,29,Tech,7,3.666666666666666,38,150234
0,29,Tech,7,3.666666666666666,26,182233
0,28,Tech,7,3.333333333333334,42,175634
0,31,Tech,7,4.333333333333334,32,237532
0,30,Tech,7,4.0,10,197364
0,29,Other,4,3.666666666666666,14,250900
0,32,Tech,7,4.666666666666666,41,343230
1,26,Other,4,2.666666666666666,35,96376
0,33,Media,2,5.0,61,185842
1,30,Product,5,4.0,9,97646
1,29,Media,2,3.666666666666666,36,126334
0,27,Tech,7,3.0,11,171988
0,27,Media,2,3.0,47,165800
1,30,Media,2,4.0,26,225910
0,29,Other,4,3.666666666666666,22,149697
0,29,Media,2,3.666666666666666,23,121984
0,28,Other,4,3.333333333333334,47,174171
0,28,Other,4,3.333333333333334,48,137514
0,30,Other,4,4.0,39,70549
1,29,Tech,7,3.666666666666666,41,102958
0,33,Tech,7,5.0,56,190281
0,27,Engineering,0,3.0,32,189113
0,31,Other,4,4.333333333333334,31,78565
1,27,Tech,7,3.0,10,93185
0,26,Media,2,2.666666666666666,10,135867
0,27,Media,2,3.0,21,79449
0,32,Other,4,4.666666666666666,34,157816
0,29,Other,4,3.666666666666666,13,260000
0,28,Other,4,3.333333333333334,42,63789
0,30,Other,4,4.0,32,78797
1,28,Media,2,3.333333333333334,16,80333
0,36,Other,4,6.0,39,232906
0,32,Engineering,0,4.666666666666666,69,233475
0,26,Media,2,2.666666666666666,26,133988
1,28,Other,4,3.333333333333334,10,112646
1,32,Other,4,4.666666666666666,27,122712
1,29,Other,4,3.666666666666666,26,80457
0,30,Other,4,4.0,14,104185
0,33,Other,4,5.0,54,105715
0,29,Tech,7,3.666666666666666,40,118232
0,26,Other,4,2.666666666666666,11,118122
1,29,Other,4,3.666666666666666,13,66683
1,26,Tech,7,2.666666666666666,24,122841
0,27,Tech,7,3.0,30,117050
0,32,Engineering,0,4.666666666666666,51,93798
1,28,Tech,7,3.333333333333334,47,125306
0,31,Finance,1,4.333333333333334,25,79035
0,28,Finance,1,3.333333333333334,28,55644
1,30,Finance,1,4.0,50,101320
1,33,Other,4,5.0,48,113015
0,27,Engineering,0,3.0,20,120620
0,26,Media,2,2.666666666666666,26,90198
0,33,Tech,7,5.0,68,233239
1,29,Media,2,3.666666666666666,23,162103
1,29,Other,4,3.666666666666666,47,191881
1,27,Other,4,3.0,12,88883
0,32,Media,2,4.666666666666666,28,148796
0,43,Other,4,8.333333333333334,42,255976
0,27,Media,2,3.0,9,114591
1,27,Tech,7,3.0,11,114591
0,34,Media,2,5.333333333333334,13,230273
0,31,Other,4,4.333333333333334,32,114628
0,28,Other,4,3.333333333333334,34,104772
1,32,Media,2,4.666666666666666,43,159715
1,26,Other,4,2.666666666666666,33,82682
0,29,Other,4,3.666666666666666,34,142846
0,28,Other,4,3.333333333333334,9,100532
0,28,Other,4,3.333333333333334,41,177634
0,27,Tech,7,3.0,10,89853
0,30,Other,4,4.0,11,129917
1,27,Tech,7,3.0,27,107048
0,29,Other,4,3.666666666666666,22,119193
0,29,Tech,7,3.666666666666666,31,87312
1,38,Tech,7,6.666666666666666,68,214243
0,27,Tech,7,3.0,31,112956
0,30,Product,5,4.0,37,131181
0,28,Tech,7,3.333333333333334,32,81085
1,31,Tech,7,4.333333333333334,50,131726
0,27,Other,4,3.0,26,215214
0,26,Tech,7,2.666666666666666,14,126767
0,30,Other,4,4.0,11,102545
1,27,Tech,7,3.0,10,78242
1,26,Other,4,2.666666666666666,60,145308
0,27,Engineering,0,3.0,60,134118
0,30,Tech,7,4.0,58,132039
0,31,Engineering,0,4.333333333333334,66,141592
0,30,Media,2,4.0,61,100521
1,27,Tech,7,3.0,61,117429
1,26,Other,4,2.666666666666666,61,103415
0,32,Other,4,4.666666666666666,60,98144
0,28,Tech,7,3.333333333333334,59,231028
0,27,Other,4,3.0,60,135816
0,26,Tech,7,2.666666666666666,60,175415
0,26,Tech,7,2.666666666666666,60,145228
1,30,Tech,7,4.0,61,103053
1,27,Other,4,3.0,59,139558
0,42,Other,4,8.0,73,259764
0,28,Tech,7,3.333333333333334,72,146361
0,34,Tech,7,5.333333333333334,70,326066
0,40,Tech,7,7.333333333333334,63,177650
0,33,Engineering,0,5.0,41,226006
0,32,Other,4,4.666666666666666,63,109513
0,31,Engineering,0,4.333333333333334,59,242018
0,31,Tech,7,4.333333333333334,40,188931
1,30,Other,4,4.0,71,141286
0,26,Other,4,2.666666666666666,10,119646
0,29,Other,4,3.666666666666666,60,157166
0,27,Tech,7,3.0,72,141215
1,27,Media,2,3.0,24,166602
1,26,Operations,3,2.666666666666666,59,141061
0,36,Other,4,6.0,62,106684
0,30,Other,4,4.0,35,92187
0,28,Tech,7,3.333333333333334,29,61959
1,27,Other,4,3.0,72,158238
0,30,Operations,3,4.0,50,134925
0,27,Other,4,3.0,72,201525
0,34,Other,4,5.333333333333334,37,261896
1,27,Other,4,3.0,72,128250
0,28,Other,4,3.333333333333334,72,157068
1,27,Product,5,3.0,72,135984
0,31,Other,4,4.333333333333334,37,167111
1,26,Media,2,2.666666666666666,56,98928
0,29,Product,5,3.666666666666666,59,122568
0,26,Tech,7,2.666666666666666,57,125510
0,29,Operations,3,3.666666666666666,42,142941
0,31,Tech,7,4.333333333333334,67,117331
1,30,Tech,7,4.0,38,113674
1,26,Media,2,2.666666666666666,33,126366
0,25,Other,4,2.333333333333334,13,79367
1,29,Tech,7,3.666666666666666,41,156771
0,26,Tech,7,2.666666666666666,13,94867
1,33,Other,4,5.0,61,113845
0,29,Finance,1,3.666666666666666,72,108067
1,27,Other,4,3.0,72,155272
0,35,Other,4,5.666666666666666,73,121795
0,30,Operations,3,4.0,71,190127
0,32,Other,4,4.666666666666666,72,154411
0,27,Tech,7,3.0,72,155555
0,30,Operations,3,4.0,71,156145
0,31,Other,4,4.333333333333334,72,132947
0,28,Tech,7,3.333333333333334,72,188421
1,32,Other,4,4.666666666666666,73,265483
0,32,Other,4,4.666666666666666,72,142274
1,28,Media,2,3.333333333333334,72,135504
1,28,Tech,7,3.333333333333334,72,150972
0,35,Media,2,5.666666666666666,61,263470
0,37,Sales,6,6.333333333333334,65,280110
1,28,Tech,7,3.333333333333334,15,172634
0,26,Other,4,2.666666666666666,33,81323
0,29,Tech,7,3.666666666666666,53,221828
1,30,Finance,1,4.0,50,77612
0,28,Product,5,3.333333333333334,36,117426
0,30,Engineering,0,4.0,34,171731
0,28,Media,2,3.333333333333334,10,162667
0,30,Other,4,4.0,55,139270
0,37,Engineering,0,6.333333333333334,55,186174
0,37,Other,4,6.333333333333334,55,180595
0,27,Operations,3,3.0,15,105254
0,31,Engineering,0,4.333333333333334,33,176923
1,28,Other,4,3.333333333333334,32,102059
0,31,Other,4,4.333333333333334,10,163222
1,27,Tech,7,3.0,68,133350
1,26,Media,2,2.666666666666666,25,89853
0,55,Media,2,12.333333333333332,69,513881
0,30,Tech,7,4.0,59,99538
0,29,Tech,7,3.666666666666666,24,118070
1,27,Media,2,3.0,14,150097
1,26,Tech,7,2.666666666666666,12,113081
1,30,Product,5,4.0,61,120245
0,38,Finance,1,6.666666666666666,69,108139
0,34,Tech,7,5.333333333333334,53,108966
1,30,Other,4,4.0,59,96071
0,27,Other,4,3.0,21,139008
0,26,Other,4,2.666666666666666,53,152402
1,30,Operations,3,4.0,64,175323
0,32,Operations,3,4.666666666666666,59,127834
0,29,Finance,1,3.666666666666666,23,89433
0,30,Tech,7,4.0,61,90368
0,47,Other,4,9.666666666666666,10,358000
1,27,Other,4,3.0,14,114684
0,30,Other,4,4.0,29,168783
0,27,Other,4,3.0,26,190219
0,32,Tech,7,4.666666666666666,36,200552
0,30,Operations,3,4.0,50,113309
0,30,Finance,1,4.0,33,93973
1,26,Media,2,2.666666666666666,11,104133
0,30,Other,4,4.0,15,94555
0,26,Other,4,2.666666666666666,17,117271
0,28,Tech,7,3.333333333333334,15,134162
0,28,Media,2,3.333333333333334,22,128395
0,29,Tech,7,3.666666666666666,15,115861
0,27,Other,4,3.0,11,95681
1,27,Other,4,3.0,14,119984
1,27,Other,4,3.0,37,73083
0,26,Other,4,2.666666666666666,10,114686
0,30,Tech,7,4.0,34,232542
1,27,Tech,7,3.0,23,94375
0,26,Product,5,2.666666666666666,12,74457
0,30,Tech,7,4.0,39,93015
0,27,Tech,7,3.0,41,150322
1,26,Other,4,2.666666666666666,33,84693
1,32,Other,4,4.666666666666666,48,65681
0,28,Tech,7,3.333333333333334,50,98566
0,28,Other,4,3.333333333333334,51,102047
0,31,Product,5,4.333333333333334,49,156759
0,34,Other,4,5.333333333333334,51,127754
0,28,Other,4,3.333333333333334,22,71662
0,31,Other,4,4.333333333333334,13,120275
0,34,Engineering,0,5.333333333333334,33,321483
0,30,Other,4,4.0,30,92883
0,27,Engineering,0,3.0,12,99200
0,33,Other,4,5.0,15,299277
0,28,Other,4,3.333333333333334,49,131324
1,32,Tech,7,4.666666666666666,47,79799
0,31,Other,4,4.333333333333334,48,149739
0,27,Other,4,3.0,40,86990
0,28,Other,4,3.333333333333334,40,95798
0,31,Tech,7,4.333333333333334,40,291163
0,27,Other,4,3.0,25,101450
1,34,Tech,7,5.333333333333334,12,111591
0,30,Other,4,4.0,35,152784
0,36,Tech,7,6.0,28,291357
0,26,Other,4,2.666666666666666,35,87090
1,26,Tech,7,2.666666666666666,14,121167
0,28,Other,4,3.333333333333334,19,118899
0,29,Other,4,3.666666666666666,36,61382
0,26,Engineering,0,2.666666666666666,26,108840
0,29,Tech,7,3.666666666666666,10,183248
1,31,Other,4,4.333333333333334,37,105609
0,27,Media,2,3.0,39,158611
0,27,Operations,3,3.0,41,92904
1,43,Other,4,8.333333333333334,41,168148
0,31,Engineering,0,4.333333333333334,33,85669
0,30,Tech,7,4.0,10,143800
0,26,Other,4,2.666666666666666,48,93517
1,26,Other,4,2.666666666666666,48,122087
0,28,Engineering,0,3.333333333333334,48,104810
0,27,Other,4,3.0,48,89962
1,27,Operations,3,3.0,48,93071
0,30,Other,4,4.0,48,138604
0,26,Other,4,2.666666666666666,48,133467
0,26,Other,4,2.666666666666666,48,85045
0,34,Other,4,5.333333333333334,49,207867
0,26,Tech,7,2.666666666666666,48,118115
1,32,Sales,6,4.666666666666666,37,344731
1,26,Other,4,2.666666666666666,37,93608
1,25,Other,4,2.333333333333334,48,105816
1,27,Other,4,3.0,48,113169
1,25,Media,2,2.333333333333334,48,112008
0,26,Media,2,2.666666666666666,48,99552
1,26,Other,4,2.666666666666666,48,93250
0,27,Other,4,3.0,48,103253
1,26,Tech,7,2.666666666666666,48,85372
0,28,Operations,3,3.333333333333334,48,184068
1,29,Operations,3,3.666666666666666,48,75149
1,26,Other,4,2.666666666666666,48,117409
0,28,Other,4,3.333333333333334,48,149867
1,25,Other,4,2.333333333333334,48,128196
0,28,Other,4,3.333333333333334,48,96200
0,25,Tech,7,2.333333333333334,48,103297
1,25,Other,4,2.333333333333334,48,85115
0,28,Other,4,3.333333333333334,48,105764
0,27,Other,4,3.0,48,121771
1,27,Tech,7,3.0,48,119582
1,25,Other,4,2.333333333333334,48,113985
1,25,Media,2,2.333333333333334,48,132749
1,25,Other,4,2.333333333333334,15,111100
1,25,Tech,7,2.333333333333334,48,122099
0,31,Other,4,4.333333333333334,48,111754
1,28,Other,4,3.333333333333334,48,116556
0,28,Other,4,3.333333333333334,48,121822
0,26,Other,4,2.666666666666666,48,110911
0,26,Tech,7,2.666666666666666,48,118660
0,25,Other,4,2.333333333333334,24,102843
0,37,Tech,7,6.333333333333334,35,161672
0,32,Finance,1,4.666666666666666,39,86862
1,29,Finance,1,3.666666666666666,32,79301
0,25,Engineering,0,2.333333333333334,12,100167
0,34,Other,4,5.333333333333334,26,197254
1,25,Other,4,2.333333333333334,39,87196
0,28,Other,4,3.333333333333334,22,99846
0,25,Operations,3,2.333333333333334,12,109466
0,28,Media,2,3.333333333333334,43,140477
1,27,Operations,3,3.0,35,194091
0,25,Media,2,2.333333333333334,47,146846
1,29,Engineering,0,3.666666666666666,22,97981
1,28,Other,4,3.333333333333334,47,92093
0,29,Finance,1,3.666666666666666,39,85323
0,35,Other,4,5.666666666666666,35,100368
0,31,Other,4,4.333333333333334,14,64154
0,30,Tech,7,4.0,47,185404
0,26,Other,4,2.666666666666666,35,152143
